cpu_fclk_min, cpu_fclk_max, cpu_fclk_cur, cpu_temp, cpu_load, ip_wired, ip_wifi, memory_usage, swap_usage
600.0, 1400.0, 1400.0, 34.324, 15.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.7, 2.5
600.0, 1400.0, 1400.0, 36.476, 82.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.3, 2.5
600.0, 1400.0, 1400.0, 36.476, 85.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 52.2, 2.5
600.0, 1400.0, 900.0, 35.4, 50.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.4, 2.5
600.0, 1400.0, 1400.0, 35.938, 54.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.1, 2.5
600.0, 1400.0, 1400.0, 36.476, 65.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.3, 2.5
600.0, 1400.0, 1400.0, 36.476, 75.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.3, 2.5
600.0, 1400.0, 1400.0, 36.476, 63.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.4, 2.5
600.0, 1400.0, 1400.0, 36.476, 63.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 47.9, 2.5
600.0, 1400.0, 1400.0, 36.476, 65.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.0, 2.5
600.0, 1400.0, 1400.0, 37.014, 66.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.1, 2.5
600.0, 1400.0, 1400.0, 37.014, 64.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.1, 2.5
600.0, 1400.0, 1400.0, 38.628, 64.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.1, 2.5
600.0, 1400.0, 1400.0, 37.552, 67.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.3, 2.5
600.0, 1400.0, 1400.0, 37.552, 64.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 48.1, 2.5
600.0, 1400.0, 1400.0, 39.166, 67.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.0, 2.5
600.0, 1400.0, 1400.0, 38.09, 64.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.8, 2.5
600.0, 1400.0, 1400.0, 37.014, 64.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.8, 2.5
600.0, 1400.0, 1400.0, 39.704, 66.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.0, 2.5
600.0, 1400.0, 1400.0, 39.704, 62.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.8, 2.5
600.0, 1400.0, 1400.0, 38.628, 64.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 38.628, 63.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.2, 2.5
600.0, 1400.0, 1400.0, 38.628, 69.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 65.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.4, 2.5
600.0, 1400.0, 1400.0, 39.704, 63.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 39.166, 67.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 39.704, 64.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 65.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 39.704, 65.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.8, 2.5
600.0, 1400.0, 1400.0, 38.628, 65.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 39.704, 64.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 39.166, 62.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 64.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 39.704, 63.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 39.166, 62.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 39.704, 63.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 62.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 40.78, 62.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 63.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 62.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 39.166, 64.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 41.856, 64.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 38.628, 64.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 40.78, 62.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.7, 2.5
600.0, 1400.0, 1400.0, 40.242, 62.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 41.318, 63.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 41.856, 65.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.5, 2.5
600.0, 1400.0, 1400.0, 40.78, 63.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.6, 2.5
600.0, 1400.0, 1400.0, 39.166, 67.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.5
600.0, 1400.0, 800.0, 37.552, 27.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.8, 2.5
600.0, 1400.0, 1400.0, 38.628, 18.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 57.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 52.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 57.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 90.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 59.0, 2.8
600.0, 1400.0, 1400.0, 38.628, 73.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 59.4, 2.8
600.0, 1400.0, 700.0, 37.552, 15.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 25.9, 2.8
600.0, 1400.0, 800.0, 35.4, 2.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 25.9, 2.8
600.0, 1400.0, 600.0, 35.4, 1.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 25.9, 2.8
