cpu_fclk_min, cpu_fclk_max, cpu_fclk_cur, cpu_temp, cpu_load, ip_wired, ip_wifi, memory_usage, swap_usage
600.0, 1400.0, 1400.0, 36.476, 66.7, 192.168.0.34, 192.168.0.118, 48.9, 2.5
600.0, 1400.0, 1400.0, 36.476, 78.6, 192.168.0.34, 192.168.0.118, 51.6, 2.5
600.0, 1400.0, 1400.0, 36.476, 64.7, 192.168.0.34, 192.168.0.118, 48.6, 2.5
600.0, 1400.0, 1400.0, 37.014, 65.1, 192.168.0.34, 192.168.0.118, 48.2, 2.5
600.0, 1400.0, 1400.0, 37.014, 64.2, 192.168.0.34, 192.168.0.118, 48.1, 2.5
600.0, 1400.0, 1400.0, 36.476, 63.1, 192.168.0.34, 192.168.0.118, 47.6, 2.5
600.0, 1400.0, 1400.0, 39.166, 64.2, 192.168.0.34, 192.168.0.118, 47.5, 2.5
600.0, 1400.0, 1400.0, 37.552, 67.1, 192.168.0.34, 192.168.0.118, 47.8, 2.5
600.0, 1400.0, 1400.0, 38.09, 64.0, 192.168.0.34, 192.168.0.118, 47.7, 2.5
600.0, 1400.0, 1400.0, 37.552, 66.7, 192.168.0.34, 192.168.0.118, 47.8, 2.5
600.0, 1400.0, 1400.0, 37.552, 67.6, 192.168.0.34, 192.168.0.118, 48.3, 2.5
600.0, 1400.0, 1400.0, 37.552, 62.9, 192.168.0.34, 192.168.0.118, 47.9, 2.5
600.0, 1400.0, 1400.0, 39.166, 64.2, 192.168.0.34, 192.168.0.118, 48.0, 2.5
600.0, 1400.0, 1400.0, 38.09, 64.8, 192.168.0.34, 192.168.0.118, 48.0, 2.5
600.0, 1400.0, 1400.0, 38.628, 64.1, 192.168.0.34, 192.168.0.118, 47.8, 2.5
600.0, 1400.0, 1400.0, 40.78, 63.4, 192.168.0.34, 192.168.0.118, 47.6, 2.5
600.0, 1400.0, 1400.0, 38.628, 69.8, 192.168.0.34, 192.168.0.118, 50.2, 2.5
600.0, 1400.0, 1400.0, 39.166, 68.2, 192.168.0.34, 192.168.0.118, 48.1, 2.5
600.0, 1400.0, 1400.0, 39.166, 64.4, 192.168.0.34, 192.168.0.118, 48.0, 2.5
600.0, 1400.0, 1400.0, 38.628, 63.5, 192.168.0.34, 192.168.0.118, 47.8, 2.5
600.0, 1400.0, 1400.0, 40.242, 66.5, 192.168.0.34, 192.168.0.118, 48.1, 2.5
600.0, 1400.0, 1400.0, 41.318, 64.3, 192.168.0.34, 192.168.0.118, 48.0, 2.5
600.0, 1400.0, 1400.0, 41.856, 63.6, 192.168.0.34, 192.168.0.118, 48.2, 2.5
600.0, 1400.0, 1400.0, 39.166, 68.1, 192.168.0.34, 192.168.0.118, 49.2, 2.5
600.0, 1400.0, 1400.0, 40.242, 64.1, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 42.932, 63.6, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 40.78, 64.1, 192.168.0.34, 192.168.0.118, 49.5, 2.5
600.0, 1400.0, 1400.0, 42.394, 62.9, 192.168.0.34, 192.168.0.118, 49.2, 2.5
600.0, 1400.0, 1400.0, 39.704, 63.3, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 41.856, 63.5, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.4, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 43.47, 63.7, 192.168.0.34, 192.168.0.118, 49.2, 2.5
600.0, 1400.0, 1400.0, 43.47, 62.5, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 42.394, 62.8, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.1, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 42.932, 63.1, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 43.47, 62.8, 192.168.0.34, 192.168.0.118, 49.0, 2.5
600.0, 1400.0, 1400.0, 40.78, 63.9, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 44.008, 64.1, 192.168.0.34, 192.168.0.118, 49.2, 2.5
600.0, 1400.0, 1400.0, 41.856, 62.9, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 42.394, 65.3, 192.168.0.34, 192.168.0.118, 49.3, 2.5
600.0, 1400.0, 1400.0, 42.932, 63.7, 192.168.0.34, 192.168.0.118, 49.0, 2.5
600.0, 1400.0, 1400.0, 41.856, 62.8, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.3, 192.168.0.34, 192.168.0.118, 49.1, 2.5
600.0, 1400.0, 1400.0, 43.47, 63.8, 192.168.0.34, 192.168.0.118, 48.9, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.1, 192.168.0.34, 192.168.0.118, 48.8, 2.5
600.0, 1400.0, 1400.0, 43.47, 64.3, 192.168.0.34, 192.168.0.118, 48.8, 2.5
600.0, 1400.0, 1400.0, 44.008, 64.0, 192.168.0.34, 192.168.0.118, 48.8, 2.5
600.0, 1400.0, 1400.0, 42.932, 63.8, 192.168.0.34, 192.168.0.118, 48.7, 2.5
600.0, 1400.0, 1400.0, 44.008, 63.9, 192.168.0.34, 192.168.0.118, 48.7, 2.5
600.0, 1400.0, 1400.0, 44.546, 64.3, 192.168.0.34, 192.168.0.118, 48.8, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.7, 192.168.0.34, 192.168.0.118, 48.8, 2.5
600.0, 1400.0, 1400.0, 41.856, 59.3, 192.168.0.34, 192.168.0.118, 49.2, 2.5
600.0, 1400.0, 1400.0, 38.628, 11.2, 192.168.0.34, 192.168.0.118, 49.0, 2.5
600.0, 1400.0, 1400.0, 37.552, 18.7, 192.168.0.34, 192.168.0.118, 47.4, 2.5
600.0, 1400.0, 1400.0, 43.47, 59.6, 192.168.0.34, 192.168.0.118, 48.3, 2.5
600.0, 1400.0, 1400.0, 43.47, 64.3, 192.168.0.34, 192.168.0.118, 48.3, 2.5
600.0, 1400.0, 1400.0, 41.856, 67.0, 192.168.0.34, 192.168.0.118, 48.6, 2.5
600.0, 1400.0, 1400.0, 42.932, 64.3, 192.168.0.34, 192.168.0.118, 48.6, 2.5
600.0, 1400.0, 1400.0, 43.47, 65.4, 192.168.0.34, 192.168.0.118, 49.0, 2.5
600.0, 1400.0, 1400.0, 40.78, 55.0, 192.168.0.34, 192.168.0.118, 51.5, 2.5
600.0, 1400.0, 1400.0, 38.628, 9.5, 192.168.0.34, 192.168.0.118, 27.5, 2.5
600.0, 1400.0, 600.0, 36.476, 7.2, 192.168.0.34, 192.168.0.118, 27.1, 2.5
600.0, 1400.0, 600.0, 36.476, 4.3, 192.168.0.34, 192.168.0.118, 26.8, 2.5
600.0, 1400.0, 1400.0, 37.014, 11.4, 192.168.0.34, 192.168.0.118, 29.7, 2.5
600.0, 1400.0, 600.0, 36.476, 5.8, 192.168.0.34, 192.168.0.118, 30.2, 2.5
600.0, 1400.0, 800.0, 36.476, 6.0, 192.168.0.34, 192.168.0.118, 30.2, 2.5
600.0, 1400.0, 1400.0, 36.476, 4.7, 192.168.0.34, 192.168.0.118, 30.3, 2.5
600.0, 1400.0, 600.0, 36.476, 5.9, 192.168.0.34, 192.168.0.118, 30.1, 2.5
600.0, 1400.0, 1400.0, 37.552, 12.0, 192.168.0.34, 192.168.0.118, 30.4, 2.5
600.0, 1400.0, 600.0, 35.938, 5.2, 192.168.0.34, 192.168.0.118, 29.5, 2.5
