cpu_fclk_min, cpu_fclk_max, cpu_fclk_cur, cpu_temp, cpu_load, ip_wired, ip_wifi, memory_usage, swap_usage
600.0, 1400.0, 1400.0, 39.704, 63.1, 192.168.0.34, 192.168.0.118, 47.8, 2.8
600.0, 1400.0, 1400.0, 39.166, 63.3, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 62.3, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 64.7, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 1400.0, 39.166, 63.0, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 1400.0, 39.704, 64.3, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 63.1, 192.168.0.34, 192.168.0.118, 48.2, 2.8
600.0, 1400.0, 1400.0, 39.704, 62.7, 192.168.0.34, 192.168.0.118, 48.2, 2.8
600.0, 1400.0, 1400.0, 39.166, 64.1, 192.168.0.34, 192.168.0.118, 47.8, 2.8
600.0, 1400.0, 1400.0, 39.166, 65.3, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 1400.0, 39.704, 63.3, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 39.704, 61.2, 192.168.0.34, 192.168.0.118, 47.8, 2.8
600.0, 1400.0, 1400.0, 39.166, 63.3, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 1400.0, 39.166, 63.2, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 1400.0, 39.704, 61.8, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 1400.0, 39.704, 61.5, 192.168.0.34, 192.168.0.118, 47.5, 2.8
600.0, 1400.0, 1400.0, 39.166, 62.0, 192.168.0.34, 192.168.0.118, 47.4, 2.8
600.0, 1400.0, 1400.0, 39.704, 63.2, 192.168.0.34, 192.168.0.118, 47.5, 2.8
600.0, 1400.0, 1400.0, 39.704, 64.6, 192.168.0.34, 192.168.0.118, 47.4, 2.8
600.0, 1400.0, 700.0, 38.09, 44.6, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 1400.0, 37.552, 21.9, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 700.0, 37.014, 8.5, 192.168.0.34, 192.168.0.118, 47.6, 2.8
600.0, 1400.0, 1400.0, 38.628, 45.4, 192.168.0.34, 192.168.0.118, 53.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 77.5, 192.168.0.34, 192.168.0.118, 48.9, 2.8
600.0, 1400.0, 1400.0, 39.166, 60.1, 192.168.0.34, 192.168.0.118, 48.8, 2.8
600.0, 1400.0, 1400.0, 39.166, 62.3, 192.168.0.34, 192.168.0.118, 48.7, 2.8
600.0, 1400.0, 1400.0, 39.704, 65.4, 192.168.0.34, 192.168.0.118, 50.2, 2.8
600.0, 1400.0, 600.0, 36.476, 10.1, 192.168.0.34, 192.168.0.118, 48.8, 2.8
600.0, 1400.0, 600.0, 37.014, 1.2, 192.168.0.34, 192.168.0.118, 48.8, 2.8
600.0, 1400.0, 600.0, 36.476, 1.4, 192.168.0.34, 192.168.0.118, 48.5, 2.8
600.0, 1400.0, 600.0, 36.476, 1.6, 192.168.0.34, 192.168.0.118, 48.2, 2.8
600.0, 1400.0, 800.0, 36.476, 3.8, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 600.0, 36.476, 12.5, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 1.4, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 1.7, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 1.6, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 6.3, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 2.3, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 2.1, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 2.2, 192.168.0.34, 192.168.0.118, 48.4, 2.8
600.0, 1400.0, 600.0, 36.476, 5.3, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 600.0, 36.476, 1.5, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 600.0, 35.4, 1.9, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 600.0, 36.476, 2.3, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 600.0, 36.476, 1.8, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 600.0, 36.476, 1.6, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 1400.0, 36.476, 5.7, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 700.0, 36.476, 6.7, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 600.0, 36.476, 1.7, 192.168.0.34, 192.168.0.118, 48.0, 2.8
600.0, 1400.0, 600.0, 36.476, 4.8, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 1.4, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 1.7, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 8.9, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 1.6, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 1.5, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 37.014, 5.0, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 2.2, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 1.6, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 2.0, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 2.2, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 1400.0, 36.476, 3.0, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 3.3, 192.168.0.34, 192.168.0.118, 47.8, 2.8
600.0, 1400.0, 600.0, 35.938, 3.8, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.4, 2.0, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 1.4, 192.168.0.34, 192.168.0.118, 47.8, 2.8
600.0, 1400.0, 600.0, 35.4, 5.2, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.4, 1.6, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 2.0, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 36.476, 1.4, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 1.3, 192.168.0.34, 192.168.0.118, 47.9, 2.8
600.0, 1400.0, 600.0, 35.938, 10.0, 192.168.0.34, 192.168.0.118, 49.4, 2.8
600.0, 1400.0, 600.0, 36.476, 4.7, 192.168.0.34, 192.168.0.118, 49.0, 2.8
600.0, 1400.0, 600.0, 36.476, 12.8, 192.168.0.34, 192.168.0.118, 48.1, 2.8
600.0, 1400.0, 700.0, 36.476, 11.5, 192.168.0.34, 192.168.0.118, 48.8, 2.8
600.0, 1400.0, 800.0, 35.938, 7.9, 192.168.0.34, 192.168.0.118, 49.3, 2.8
600.0, 1400.0, 1400.0, 37.014, 11.8, 192.168.0.34, 192.168.0.118, 48.3, 2.8
