cpu_fclk_min, cpu_fclk_max, cpu_fclk_cur, cpu_temp, cpu_load, ip_wired, ip_wifi, memory_usage, swap_usage
600.0, 1400.0, 1400.0, 30.02, 25.1, fe80::5da0:4da9:f958:2a44%eth0, b8:27:eb:cb:e6:f6, 13.3, 0.0
600.0, 1400.0, 1400.0, 30.02, 10.7, fe80::5da0:4da9:f958:2a44%eth0, b8:27:eb:cb:e6:f6, 13.4, 0.0
600.0, 1400.0, 1400.0, 32.172, 54.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 29.8, 0.0
600.0, 1400.0, 1400.0, 32.71, 74.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 47.0, 0.0
600.0, 1400.0, 600.0, 31.634, 9.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 41.4, 0.0
600.0, 1400.0, 1400.0, 31.096, 7.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 41.4, 0.0
600.0, 1400.0, 1400.0, 33.786, 21.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 42.7, 0.0
600.0, 1400.0, 600.0, 34.324, 31.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 44.1, 0.0
600.0, 1400.0, 600.0, 33.786, 19.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 45.8, 1.3
600.0, 1400.0, 600.0, 32.172, 11.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 45.6, 1.3
600.0, 1400.0, 1400.0, 33.248, 30.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.3
600.0, 1400.0, 1400.0, 35.4, 85.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.2, 2.3
600.0, 1400.0, 1400.0, 35.4, 85.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.9, 2.3
600.0, 1400.0, 1400.0, 35.938, 84.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.1, 2.3
600.0, 1400.0, 1400.0, 36.476, 85.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 52.6, 2.8
600.0, 1400.0, 1400.0, 37.014, 86.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 39.166, 83.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.8
600.0, 1400.0, 1400.0, 37.552, 83.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 37.552, 78.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 38.628, 78.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.2, 2.8
600.0, 1400.0, 1400.0, 38.628, 81.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 52.7, 2.8
600.0, 1400.0, 1400.0, 40.78, 84.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.3, 2.8
600.0, 1400.0, 1400.0, 38.628, 76.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.3, 2.8
600.0, 1400.0, 1400.0, 39.166, 81.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.4, 2.8
600.0, 1400.0, 1400.0, 39.704, 79.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.1, 2.8
600.0, 1400.0, 1400.0, 40.78, 81.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 51.3, 2.8
600.0, 1400.0, 1400.0, 40.78, 78.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 40.242, 79.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 40.78, 84.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.8
600.0, 1400.0, 1400.0, 41.856, 77.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 42.394, 77.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 40.78, 84.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 39.704, 83.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.8
600.0, 1400.0, 1400.0, 41.318, 79.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 41.856, 79.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.4, 2.8
600.0, 1400.0, 1400.0, 41.856, 82.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 40.78, 78.7, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.3, 2.8
600.0, 1400.0, 1400.0, 41.856, 81.4, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 42.394, 80.9, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 41.856, 81.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 40.78, 82.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 41.856, 81.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.7, 2.8
600.0, 1400.0, 1400.0, 42.932, 78.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 42.932, 79.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 41.318, 78.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 42.932, 79.5, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.7, 2.8
600.0, 1400.0, 1400.0, 44.008, 80.3, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 40.78, 81.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 40.78, 84.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 41.856, 80.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.5, 2.8
600.0, 1400.0, 1400.0, 44.008, 78.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 50.6, 2.8
600.0, 1400.0, 1400.0, 44.008, 80.8, 192.168.0.34, b8:27:eb:cb:e6:f6, 52.0, 2.8
600.0, 1400.0, 1400.0, 42.932, 83.6, 192.168.0.34, b8:27:eb:cb:e6:f6, 49.0, 2.8
600.0, 1400.0, 700.0, 37.014, 7.0, 192.168.0.34, b8:27:eb:cb:e6:f6, 25.3, 2.8
600.0, 1400.0, 600.0, 36.476, 2.1, 192.168.0.34, b8:27:eb:cb:e6:f6, 25.4, 2.8
600.0, 1400.0, 600.0, 36.476, 3.2, 192.168.0.34, b8:27:eb:cb:e6:f6, 26.0, 2.8
